date,location,param,value,units,bdl,ortho_dose,pipe_material,detection_limit
2020-06-09,LP34,Lead,2e-4,mg/L,TRUE,2.0-0.75,Cu,2e-4
2020-06-09,LP3A,Iron,0.038,mg/L,FALSE,2.0-0.75,NA,0.005
2020-06-09,LP3A,Lead,2e-4,mg/L,TRUE,2.0-0.75,NA,2e-4
2020-06-09,LP34,Lead Dissolved,2e-4,mg/L,TRUE,2.0-0.75,Cu,2e-4
2020-06-09,PSW,Lead,2e-4,mg/L,TRUE,NA,NA,2e-4
2020-06-09,LP35,Iron,0.005,mg/L,TRUE,2.0-0.75,Cu/Pb-Sn,0.005
2020-06-09,LP3A,Lead Dissolved,2e-4,mg/L,TRUE,2.0-0.75,NA,2e-4
2020-06-09,LP35,Lead,2e-4,mg/L,TRUE,2.0-0.75,Cu/Pb-Sn,2e-4
2020-06-09,LP31,Iron,0.005,mg/L,TRUE,2.0-0.75,Pb-Cu,0.005
2020-06-09,LP31,Lead,0.0018,mg/L,FALSE,2.0-0.75,Pb-Cu,2e-4
2020-06-09,LP35,Lead Dissolved,2e-4,mg/L,TRUE,2.0-0.75,Cu/Pb-Sn,2e-4
2020-06-09,PSW,Lead Dissolved,2e-4,mg/L,TRUE,NA,NA,2e-4
2020-06-09,PSW,Iron,0.005,mg/L,TRUE,NA,NA,0.005
2020-06-09,LP31,Lead Dissolved,0.0016,mg/L,FALSE,2.0-0.75,Pb-Cu,2e-4
2020-06-09,LP32,Iron,0.005,mg/L,TRUE,2.0-0.75,Pb #1,0.005
2020-06-09,LP32,Lead,0.0089,mg/L,FALSE,2.0-0.75,Pb #1,2e-4
2020-06-09,LP25,Lead,4e-4,mg/L,FALSE,1.0,Cu/Pb-Sn,2e-4
2020-06-09,LP32,Lead Dissolved,0.0087,mg/L,FALSE,2.0-0.75,Pb #1,2e-4
2020-06-09,LP22,Lead,0.117,mg/L,FALSE,1.0,Pb #1,2e-4
2020-06-09,LP11,Lead,0.0025,mg/L,FALSE,0-0.5,Pb-Cu,2e-4
2020-06-09,LP22,Lead Dissolved,0.0093,mg/L,FALSE,1.0,Pb #1,2e-4
2020-06-09,LP1,Iron,0.005,mg/L,TRUE,0-0.5,NA,0.005
2020-06-09,LP2,Lead,2e-4,mg/L,TRUE,1.0,NA,2e-4
2020-06-09,LP23,Lead,0.0123,mg/L,FALSE,1.0,Pb #2,2e-4
2020-06-09,LP1,Lead,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2020-06-09,LP1,Lead Dissolved,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2020-06-09,LP12,Lead,0.33,mg/L,FALSE,0-0.5,Pb #1,2e-4
2020-06-09,LP13,Lead Dissolved,0.0215,mg/L,FALSE,0-0.5,Pb #2,2e-4
2020-06-09,LP2,Lead Dissolved,2e-4,mg/L,TRUE,1.0,NA,2e-4
2020-06-09,LP23,Lead Dissolved,0.0113,mg/L,FALSE,1.0,Pb #2,2e-4
2020-06-09,LP1A,Iron,0.145,mg/L,FALSE,0-0.5,NA,0.005
2020-06-09,LP14,Iron,0.022,mg/L,FALSE,0-0.5,Cu,0.005
2020-06-09,LP2A,Iron,0.047,mg/L,FALSE,1.0,NA,0.005
2020-06-09,LP21,Iron,0.005,mg/L,TRUE,1.0,Pb-Cu,0.005
2020-06-09,LP24,Iron,0.006,mg/L,FALSE,1.0,Cu,0.005
2020-06-09,LP1A,Lead,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2020-06-09,LP12,Lead Dissolved,0.0193,mg/L,FALSE,0-0.5,Pb #1,2e-4
2020-06-09,LP14,Lead,2e-4,mg/L,TRUE,0-0.5,Cu,2e-4
2020-06-09,LP15,Iron,0.005,mg/L,FALSE,0-0.5,Cu/Pb-Sn,0.005
2020-06-09,LP2A,Lead,2e-4,mg/L,TRUE,1.0,NA,2e-4
2020-06-09,LP21,Lead,6e-4,mg/L,FALSE,1.0,Pb-Cu,2e-4
2020-06-09,LP13,Iron,0.029,mg/L,FALSE,0-0.5,Pb #2,0.005
2020-06-09,LP15,Lead,2e-4,mg/L,FALSE,0-0.5,Cu/Pb-Sn,2e-4
2020-06-09,LP2A,Lead Dissolved,2e-4,mg/L,TRUE,1.0,NA,2e-4
2020-06-09,LP23,Iron,0.006,mg/L,FALSE,1.0,Pb #2,0.005
2020-06-09,LP1A,Lead Dissolved,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2020-06-09,LP13,Lead,0.0223,mg/L,FALSE,0-0.5,Pb #2,2e-4
2020-06-09,LP14,Lead Dissolved,2e-4,mg/L,TRUE,0-0.5,Cu,2e-4
2020-06-09,LP15,Lead Dissolved,2e-4,mg/L,TRUE,0-0.5,Cu/Pb-Sn,2e-4
2020-06-09,LP21,Lead Dissolved,6e-4,mg/L,FALSE,1.0,Pb-Cu,2e-4
2020-06-09,LP24,Lead,2e-4,mg/L,TRUE,1.0,Cu,2e-4
2020-06-09,LP11,Iron,0.008,mg/L,FALSE,0-0.5,Pb-Cu,0.005
2020-06-09,LP22,Iron,0.017,mg/L,FALSE,1.0,Pb #1,0.005
2020-06-09,LP2,Iron,0.005,mg/L,TRUE,1.0,NA,0.005
2020-06-09,LP25,Iron,0.007,mg/L,FALSE,1.0,Cu/Pb-Sn,0.005
2020-06-09,LP12,Iron,0.009,mg/L,FALSE,0-0.5,Pb #1,0.005
2020-06-09,LP24,Lead Dissolved,2e-4,mg/L,TRUE,1.0,Cu,2e-4
2020-06-09,LP11,Lead Dissolved,0.0016,mg/L,FALSE,0-0.5,Pb-Cu,2e-4
2020-06-16,LP33,Iron,0.005,mg/L,TRUE,2.0-0.75,Pb #2,0.005
2020-06-16,LP33,Lead,0.0082,mg/L,FALSE,2.0-0.75,Pb #2,2e-4
2020-06-16,LP33,Lead Dissolved,0.007,mg/L,FALSE,2.0-0.75,Pb #2,2e-4
2020-06-16,LP34,Iron,0.005,mg/L,TRUE,2.0-0.75,Cu,0.005
2020-06-16,LP35,Iron,0.005,mg/L,TRUE,2.0-0.75,Cu/Pb-Sn,0.005
2020-06-16,LP35,Lead,2e-4,mg/L,TRUE,2.0-0.75,Cu/Pb-Sn,2e-4
2020-06-16,LP31,Lead Dissolved,6e-4,mg/L,FALSE,2.0-0.75,Pb-Cu,2e-4
2020-06-16,LP32,Iron,0.005,mg/L,TRUE,2.0-0.75,Pb #1,0.005
2020-06-16,LP35,Lead Dissolved,2e-4,mg/L,TRUE,2.0-0.75,Cu/Pb-Sn,2e-4
2020-06-16,PSW,Iron,0.005,mg/L,TRUE,NA,NA,0.005
2020-06-16,LP1,Iron,0.005,mg/L,TRUE,0-0.5,NA,0.005
2020-06-16,LP2A,Lead,2e-4,mg/L,TRUE,1.0,NA,2e-4
2020-06-16,LP22,Iron,0.008,mg/L,FALSE,1.0,Pb #1,0.005
2020-06-16,LP1,Lead,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2020-06-16,LP13,Lead Dissolved,0.0227,mg/L,FALSE,0-0.5,Pb #2,2e-4
2020-06-16,LP22,Lead,0.0135,mg/L,FALSE,1.0,Pb #1,2e-4
2020-06-16,LP24,Lead,2e-4,mg/L,TRUE,1.0,Cu,2e-4
2020-06-16,LP3A,Iron,0.021,mg/L,FALSE,2.0-0.75,NA,0.005
2020-06-16,LP1,Lead Dissolved,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2020-06-16,LP1A,Iron,0.181,mg/L,FALSE,0-0.5,NA,0.005
2020-06-16,LP24,Lead Dissolved,2e-4,mg/L,TRUE,1.0,Cu,2e-4
2020-06-16,LP23,Lead Dissolved,0.0112,mg/L,FALSE,1.0,Pb #2,2e-4
2020-06-16,LP1A,Lead,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2020-06-16,LP31,Lead,8e-4,mg/L,FALSE,2.0-0.75,Pb-Cu,2e-4
2020-06-16,LP3,Iron,0.005,mg/L,TRUE,2.0-0.75,NA,0.005
2020-06-16,LP14,Iron,0.005,mg/L,TRUE,0-0.5,Cu,0.005
2020-06-16,LP3,Lead,3e-4,mg/L,FALSE,2.0-0.75,NA,2e-4
2020-06-16,LP25,Iron,0.005,mg/L,TRUE,1.0,Cu/Pb-Sn,0.005
2020-06-16,LP25,Lead,2e-4,mg/L,FALSE,1.0,Cu/Pb-Sn,2e-4
2020-06-16,LP11,Iron,0.005,mg/L,TRUE,0-0.5,Pb-Cu,0.005
2020-06-16,LP11,Lead,0.0041,mg/L,FALSE,0-0.5,Pb-Cu,2e-4
2020-06-16,LP22,Lead Dissolved,0.0109,mg/L,FALSE,1.0,Pb #1,2e-4
2020-06-16,LP31,Iron,0.005,mg/L,TRUE,2.0-0.75,Pb-Cu,0.005
2020-06-16,LP3,Lead Dissolved,2e-4,mg/L,TRUE,2.0-0.75,NA,2e-4
2020-06-16,LP15,Lead,3e-4,mg/L,FALSE,0-0.5,Cu/Pb-Sn,2e-4
2020-06-16,LP23,Iron,0.01,mg/L,FALSE,1.0,Pb #2,0.005
2020-06-16,LP11,Lead Dissolved,0.0029,mg/L,FALSE,0-0.5,Pb-Cu,2e-4
2020-06-16,LP15,Lead Dissolved,2e-4,mg/L,TRUE,0-0.5,Cu/Pb-Sn,2e-4
2020-06-16,LP2,Iron,0.005,mg/L,TRUE,1.0,NA,0.005
2020-06-16,LP2A,Lead Dissolved,2e-4,mg/L,TRUE,1.0,NA,2e-4
2020-06-16,LP21,Iron,0.006,mg/L,FALSE,1.0,Pb-Cu,0.005
2020-06-16,LP21,Lead,4e-4,mg/L,FALSE,1.0,Pb-Cu,2e-4
2020-06-16,LP13,Iron,0.005,mg/L,TRUE,0-0.5,Pb #2,0.005
2020-06-16,LP13,Lead,0.0269,mg/L,FALSE,0-0.5,Pb #2,2e-4
2020-06-16,LP2A,Iron,0.179,mg/L,FALSE,1.0,NA,0.005
2020-06-16,LP21,Lead Dissolved,3e-4,mg/L,FALSE,1.0,Pb-Cu,2e-4
2020-06-16,LP12,Lead Dissolved,0.0196,mg/L,FALSE,0-0.5,Pb #1,2e-4
2020-06-16,LP12,Iron,0.006,mg/L,FALSE,0-0.5,Pb #1,0.005
2020-06-16,LP12,Lead,0.0234,mg/L,FALSE,0-0.5,Pb #1,2e-4
2020-06-16,LP14,Lead Dissolved,2e-4,mg/L,TRUE,0-0.5,Cu,2e-4
2020-06-16,LP2,Lead Dissolved,2e-4,mg/L,TRUE,1.0,NA,2e-4
2020-06-16,LP1A,Lead Dissolved,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2020-06-16,LP24,Iron,0.009,mg/L,FALSE,1.0,Cu,0.005
2020-06-16,LP32,Lead,0.0099,mg/L,FALSE,2.0-0.75,Pb #1,2e-4
2020-06-16,LP34,Lead,2e-4,mg/L,TRUE,2.0-0.75,Cu,2e-4
2020-06-16,PSW,Lead Dissolved,2e-4,mg/L,TRUE,NA,NA,2e-4
2020-06-16,PSW,Lead,2e-4,mg/L,TRUE,NA,NA,2e-4
2020-06-16,LP3A,Lead Dissolved,2e-4,mg/L,TRUE,2.0-0.75,NA,2e-4
2020-06-16,LP32,Lead Dissolved,0.0085,mg/L,FALSE,2.0-0.75,Pb #1,2e-4
2020-06-16,LP14,Lead,2e-4,mg/L,TRUE,0-0.5,Cu,2e-4
2020-06-16,LP15,Iron,0.007,mg/L,FALSE,0-0.5,Cu/Pb-Sn,0.005
2020-06-16,LP2,Lead,2e-4,mg/L,TRUE,1.0,NA,2e-4
2020-06-16,LP23,Lead,0.0138,mg/L,FALSE,1.0,Pb #2,2e-4
2020-06-16,LP34,Lead Dissolved,2e-4,mg/L,TRUE,2.0-0.75,Cu,2e-4
2020-06-16,LP25,Lead Dissolved,2e-4,mg/L,TRUE,1.0,Cu/Pb-Sn,2e-4
2020-06-16,LP3A,Lead,2e-4,mg/L,TRUE,2.0-0.75,NA,2e-4
2020-06-23,PSW,Lead Dissolved,2e-4,mg/L,TRUE,NA,NA,2e-4
2020-06-23,PSW,Lead,2e-4,mg/L,TRUE,NA,NA,2e-4
2020-06-23,LP15,Lead Dissolved,2e-4,mg/L,TRUE,0-0.5,Cu/Pb-Sn,2e-4
2020-06-23,LP2,Iron,0.005,mg/L,TRUE,1.0,NA,0.005
2020-06-23,LP22,Lead Dissolved,0.0153,mg/L,FALSE,1.0,Pb #1,2e-4
2020-06-23,LP23,Iron,0.062,mg/L,FALSE,1.0,Pb #2,0.005
2020-06-23,LP31,Lead Dissolved,0.0018,mg/L,FALSE,2.0-0.75,Pb-Cu,2e-4
2020-06-23,LP32,Iron,0.005,mg/L,TRUE,2.0-0.75,Pb #1,0.005
2020-06-23,LP2,Lead,2e-4,mg/L,TRUE,1.0,NA,2e-4
2020-06-23,LP23,Lead,0.0096,mg/L,FALSE,1.0,Pb #2,2e-4
2020-06-23,LP32,Lead,0.011,mg/L,FALSE,2.0-0.75,Pb #1,2e-4
2020-06-23,LP11,Lead Dissolved,0.0025,mg/L,FALSE,0-0.5,Pb-Cu,2e-4
2020-06-23,LP2,Lead Dissolved,2e-4,mg/L,TRUE,1.0,NA,2e-4
2020-06-23,LP23,Lead Dissolved,0.0032,mg/L,FALSE,1.0,Pb #2,2e-4
2020-06-23,LP32,Lead Dissolved,0.0108,mg/L,FALSE,2.0-0.75,Pb #1,2e-4
2020-06-23,LP12,Iron,0.005,mg/L,TRUE,0-0.5,Pb #1,0.005
2020-06-23,LP12,Lead,0.0253,mg/L,FALSE,0-0.5,Pb #1,2e-4
2020-06-23,LP2A,Iron,0.141,mg/L,FALSE,1.0,NA,0.005
2020-06-23,LP24,Iron,0.005,mg/L,TRUE,1.0,Cu,0.005
2020-06-23,LP33,Iron,0.008,mg/L,FALSE,2.0-0.75,Pb #2,0.005
2020-06-23,LP2A,Lead,5e-4,mg/L,FALSE,1.0,NA,2e-4
2020-06-23,LP24,Lead,2e-4,mg/L,TRUE,1.0,Cu,2e-4
2020-06-23,LP33,Lead,0.0094,mg/L,FALSE,2.0-0.75,Pb #2,2e-4
2020-06-23,LP13,Iron,0.006,mg/L,FALSE,0-0.5,Pb #2,0.005
2020-06-23,LP25,Lead Dissolved,2e-4,mg/L,TRUE,1.0,Cu/Pb-Sn,2e-4
2020-06-23,LP1,Iron,0.005,mg/L,TRUE,0-0.5,NA,0.005
2020-06-23,LP13,Lead,0.0323,mg/L,FALSE,0-0.5,Pb #2,2e-4
2020-06-23,LP2A,Lead Dissolved,2e-4,mg/L,TRUE,1.0,NA,2e-4
2020-06-23,LP21,Iron,0.005,mg/L,TRUE,1.0,Pb-Cu,0.005
2020-06-23,LP24,Lead Dissolved,2e-4,mg/L,TRUE,1.0,Cu,2e-4
2020-06-23,LP25,Iron,0.005,mg/L,TRUE,1.0,Cu/Pb-Sn,0.005
2020-06-23,LP3,Iron,0.005,mg/L,TRUE,2.0-0.75,NA,0.005
2020-06-23,LP33,Lead Dissolved,0.009,mg/L,FALSE,2.0-0.75,Pb #2,2e-4
2020-06-23,LP34,Iron,0.005,mg/L,TRUE,2.0-0.75,Cu,0.005
2020-06-23,LP1,Lead,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2020-06-23,LP21,Lead,0.0011,mg/L,FALSE,1.0,Pb-Cu,2e-4
2020-06-23,LP25,Lead,3e-4,mg/L,FALSE,1.0,Cu/Pb-Sn,2e-4
2020-06-23,LP3,Lead,2e-4,mg/L,TRUE,2.0-0.75,NA,2e-4
2020-06-23,LP34,Lead,2e-4,mg/L,TRUE,2.0-0.75,Cu,2e-4
2020-06-23,LP13,Lead Dissolved,0.0305,mg/L,FALSE,0-0.5,Pb #2,2e-4
2020-06-23,LP1,Lead Dissolved,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2020-06-23,LP1A,Iron,0.171,mg/L,FALSE,0-0.5,NA,0.005
2020-06-23,LP14,Lead,2e-4,mg/L,TRUE,0-0.5,Cu,2e-4
2020-06-23,LP3,Lead Dissolved,2e-4,mg/L,TRUE,2.0-0.75,NA,2e-4
2020-06-23,LP34,Lead Dissolved,2e-4,mg/L,TRUE,2.0-0.75,Cu,2e-4
2020-06-23,LP1A,Lead,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2020-06-23,LP3A,Lead,2e-4,mg/L,TRUE,2.0-0.75,NA,2e-4
2020-06-23,LP35,Iron,0.005,mg/L,TRUE,2.0-0.75,Cu/Pb-Sn,0.005
2020-06-23,LP14,Lead Dissolved,2e-4,mg/L,TRUE,0-0.5,Cu,2e-4
2020-06-23,LP21,Lead Dissolved,0.0011,mg/L,FALSE,1.0,Pb-Cu,2e-4
2020-06-23,LP35,Lead,2e-4,mg/L,TRUE,2.0-0.75,Cu/Pb-Sn,2e-4
2020-06-23,LP1A,Lead Dissolved,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2020-06-23,LP15,Iron,0.007,mg/L,FALSE,0-0.5,Cu/Pb-Sn,0.005
2020-06-23,LP22,Iron,0.005,mg/L,TRUE,1.0,Pb #1,0.005
2020-06-23,LP3A,Lead Dissolved,2e-4,mg/L,TRUE,2.0-0.75,NA,2e-4
2020-06-23,LP11,Iron,0.005,mg/L,TRUE,0-0.5,Pb-Cu,0.005
2020-06-23,LP15,Lead,3e-4,mg/L,FALSE,0-0.5,Cu/Pb-Sn,2e-4
2020-06-23,LP22,Lead,0.0154,mg/L,FALSE,1.0,Pb #1,2e-4
2020-06-23,LP31,Iron,0.005,mg/L,TRUE,2.0-0.75,Pb-Cu,0.005
2020-06-23,LP35,Lead Dissolved,2e-4,mg/L,TRUE,2.0-0.75,Cu/Pb-Sn,2e-4
2020-06-23,PSW,Iron,0.005,mg/L,TRUE,NA,NA,0.005
2020-06-23,LP11,Lead,0.0027,mg/L,FALSE,0-0.5,Pb-Cu,2e-4
2020-06-23,LP31,Lead,0.0017,mg/L,FALSE,2.0-0.75,Pb-Cu,2e-4
2020-06-23,LP12,Lead Dissolved,0.0249,mg/L,FALSE,0-0.5,Pb #1,2e-4
2020-06-23,LP14,Iron,0.009,mg/L,FALSE,0-0.5,Cu,0.005
2020-06-23,LP3A,Iron,0.132,mg/L,FALSE,2.0-0.75,NA,0.005
2020-06-30,LP1A,Lead,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2020-06-30,LP15,Iron,0.014,mg/L,FALSE,0-0.5,Cu/Pb-Sn,0.005
2020-06-30,LP3A,Iron,0.069,mg/L,FALSE,2.0-0.75,NA,0.005
2020-06-30,LP3A,Lead,2e-4,mg/L,TRUE,2.0-0.75,NA,2e-4
2020-06-30,LP34,Iron,0.005,mg/L,TRUE,2.0-0.75,Cu,0.005
2020-06-30,LP34,Lead,2e-4,mg/L,TRUE,2.0-0.75,Cu,2e-4
2020-06-30,LP15,Lead,3e-4,mg/L,FALSE,0-0.5,Cu/Pb-Sn,2e-4
2020-06-30,LP22,Lead Dissolved,0.0145,mg/L,FALSE,1.0,Pb #1,2e-4
2020-06-30,LP25,Lead Dissolved,3e-4,mg/L,FALSE,1.0,Cu/Pb-Sn,2e-4
2020-06-30,LP1A,Lead Dissolved,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2020-06-30,LP23,Iron,0.047,mg/L,FALSE,1.0,Pb #2,0.005
2020-06-30,LP23,Lead,0.0157,mg/L,FALSE,1.0,Pb #2,2e-4
2020-06-30,LP3A,Lead Dissolved,2e-4,mg/L,TRUE,2.0-0.75,NA,2e-4
2020-06-30,LP34,Lead Dissolved,2e-4,mg/L,TRUE,2.0-0.75,Cu,2e-4
2020-06-30,LP11,Iron,0.005,mg/L,TRUE,0-0.5,Pb-Cu,0.005
2020-06-30,LP15,Lead Dissolved,2e-4,mg/L,TRUE,0-0.5,Cu/Pb-Sn,2e-4
2020-06-30,LP31,Iron,0.005,mg/L,TRUE,2.0-0.75,Pb-Cu,0.005
2020-06-30,LP35,Iron,0.005,mg/L,TRUE,2.0-0.75,Cu/Pb-Sn,0.005
2020-06-30,LP11,Lead,0.0051,mg/L,FALSE,0-0.5,Pb-Cu,2e-4
2020-06-30,LP2,Iron,0.005,mg/L,TRUE,1.0,NA,0.005
2020-06-30,LP2,Lead,2e-4,mg/L,TRUE,1.0,NA,2e-4
2020-06-30,LP23,Lead Dissolved,0.014,mg/L,FALSE,1.0,Pb #2,2e-4
2020-06-30,LP31,Lead,0.0016,mg/L,FALSE,2.0-0.75,Pb-Cu,2e-4
2020-06-30,LP35,Lead,2e-4,mg/L,TRUE,2.0-0.75,Cu/Pb-Sn,2e-4
2020-06-30,LP24,Iron,0.007,mg/L,FALSE,1.0,Cu,0.005
2020-06-30,LP11,Lead Dissolved,0.0045,mg/L,FALSE,0-0.5,Pb-Cu,2e-4
2020-06-30,LP12,Iron,0.005,mg/L,TRUE,0-0.5,Pb #1,0.005
2020-06-30,LP2,Lead Dissolved,2e-4,mg/L,TRUE,1.0,NA,2e-4
2020-06-30,LP24,Lead,2e-4,mg/L,TRUE,1.0,Cu,2e-4
2020-06-30,LP31,Lead Dissolved,0.0015,mg/L,FALSE,2.0-0.75,Pb-Cu,2e-4
2020-06-30,LP35,Lead Dissolved,2e-4,mg/L,TRUE,2.0-0.75,Cu/Pb-Sn,2e-4
2020-06-30,LP12,Lead,0.0244,mg/L,FALSE,0-0.5,Pb #1,2e-4
2020-06-30,LP2A,Iron,0.053,mg/L,FALSE,1.0,NA,0.005
2020-06-30,LP32,Iron,0.005,mg/L,TRUE,2.0-0.75,Pb #1,0.005
2020-06-30,LP32,Lead,0.0111,mg/L,FALSE,2.0-0.75,Pb #1,2e-4
2020-06-30,PSW,Iron,0.005,mg/L,TRUE,NA,NA,0.005
2020-06-30,PSW,Lead,2e-4,mg/L,TRUE,NA,NA,2e-4
2020-06-30,LP12,Lead Dissolved,0.0235,mg/L,FALSE,0-0.5,Pb #1,2e-4
2020-06-30,LP2A,Lead,2e-4,mg/L,TRUE,1.0,NA,2e-4
2020-06-30,LP24,Lead Dissolved,2e-4,mg/L,TRUE,1.0,Cu,2e-4
2020-06-30,LP13,Iron,0.005,mg/L,TRUE,0-0.5,Pb #2,0.005
2020-06-30,LP25,Iron,0.005,mg/L,TRUE,1.0,Cu/Pb-Sn,0.005
2020-06-30,PSW,Lead Dissolved,2e-4,mg/L,TRUE,NA,NA,2e-4
2020-06-30,LP13,Lead,0.0278,mg/L,FALSE,0-0.5,Pb #2,2e-4
2020-06-30,LP2A,Lead Dissolved,2e-4,mg/L,TRUE,1.0,NA,2e-4
2020-06-30,LP32,Lead Dissolved,0.0096,mg/L,FALSE,2.0-0.75,Pb #1,2e-4
2020-06-30,LP25,Lead,3e-4,mg/L,FALSE,1.0,Cu/Pb-Sn,2e-4
2020-06-30,LP21,Iron,0.005,mg/L,TRUE,1.0,Pb-Cu,0.005
2020-06-30,LP21,Lead,0.0024,mg/L,FALSE,1.0,Pb-Cu,2e-4
2020-06-30,LP33,Iron,0.005,mg/L,TRUE,2.0-0.75,Pb #2,0.005
2020-06-30,LP1,Iron,0.005,mg/L,TRUE,0-0.5,NA,0.005
2020-06-30,LP13,Lead Dissolved,0.0266,mg/L,FALSE,0-0.5,Pb #2,2e-4
2020-06-30,LP14,Iron,0.005,mg/L,TRUE,0-0.5,Cu,0.005
2020-06-30,LP3,Iron,0.005,mg/L,TRUE,2.0-0.75,NA,0.005
2020-06-30,LP33,Lead,0.0088,mg/L,FALSE,2.0-0.75,Pb #2,2e-4
2020-06-30,LP1,Lead,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2020-06-30,LP14,Lead,2e-4,mg/L,TRUE,0-0.5,Cu,2e-4
2020-06-30,LP21,Lead Dissolved,0.0023,mg/L,FALSE,1.0,Pb-Cu,2e-4
2020-06-30,LP3,Lead,0.0023,mg/L,FALSE,2.0-0.75,NA,2e-4
2020-06-30,LP22,Iron,0.005,mg/L,TRUE,1.0,Pb #1,0.005
2020-06-30,LP33,Lead Dissolved,0.008,mg/L,FALSE,2.0-0.75,Pb #2,2e-4
2020-06-30,LP1,Lead Dissolved,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2020-06-30,LP1A,Iron,0.17,mg/L,FALSE,0-0.5,NA,0.005
2020-06-30,LP14,Lead Dissolved,2e-4,mg/L,TRUE,0-0.5,Cu,2e-4
2020-06-30,LP22,Lead,0.0152,mg/L,FALSE,1.0,Pb #1,2e-4
2020-06-30,LP3,Lead Dissolved,2e-4,mg/L,TRUE,2.0-0.75,NA,2e-4
2020-07-07,LP2A,Iron,0.063,mg/L,FALSE,1.0,NA,0.005
2020-07-07,LP32,Iron,0.011,mg/L,FALSE,2.0-0.75,Pb #1,0.005
2020-07-07,LP12,Lead,0.0253,mg/L,FALSE,0-0.5,Pb #1,2e-4
2020-07-07,LP2,Iron,0.005,mg/L,TRUE,1.0,NA,0.005
2020-07-07,LP24,Lead,2e-4,mg/L,TRUE,1.0,Cu,2e-4
2020-07-07,LP1A,Iron,0.221,mg/L,FALSE,0-0.5,NA,0.005
2020-07-07,LP2,Lead,2e-4,mg/L,TRUE,1.0,NA,2e-4
2020-07-07,LP12,Lead Dissolved,0.0213,mg/L,FALSE,0-0.5,Pb #1,2e-4
2020-07-07,LP25,Iron,0.005,mg/L,TRUE,1.0,Cu/Pb-Sn,0.005
2020-07-07,LP13,Iron,0.006,mg/L,FALSE,0-0.5,Pb #2,0.005
2020-07-07,LP2A,Lead,2e-4,mg/L,TRUE,1.0,NA,2e-4
2020-07-07,LP3A,Lead,2e-4,mg/L,TRUE,2.0-0.75,NA,2e-4
2020-07-07,LP21,Iron,0.005,mg/L,TRUE,1.0,Pb-Cu,0.005
2020-07-07,LP13,Lead,0.0277,mg/L,FALSE,0-0.5,Pb #2,2e-4
2020-07-07,LP11,Iron,0.01,mg/L,FALSE,0-0.5,Pb-Cu,0.005
2020-07-07,LP2A,Lead Dissolved,2e-4,mg/L,TRUE,1.0,NA,2e-4
2020-07-07,LP25,Lead,3e-4,mg/L,FALSE,1.0,Cu/Pb-Sn,2e-4
2020-07-07,LP14,Iron,0.005,mg/L,FALSE,0-0.5,Cu,0.005
2020-07-07,LP21,Lead,0.002,mg/L,FALSE,1.0,Pb-Cu,2e-4
2020-07-07,LP1,Lead,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2020-07-07,LP14,Lead,2e-4,mg/L,TRUE,0-0.5,Cu,2e-4
2020-07-07,LP3,Iron,0.005,mg/L,TRUE,2.0-0.75,NA,0.005
2020-07-07,LP22,Iron,0.005,mg/L,TRUE,1.0,Pb #1,0.005
2020-07-07,LP3A,Iron,0.029,mg/L,FALSE,2.0-0.75,NA,0.005
2020-07-07,LP21,Lead Dissolved,0.0012,mg/L,FALSE,1.0,Pb-Cu,2e-4
2020-07-07,LP3,Lead,2e-4,mg/L,TRUE,2.0-0.75,NA,2e-4
2020-07-07,LP12,Iron,0.006,mg/L,FALSE,0-0.5,Pb #1,0.005
2020-07-07,LP1A,Lead,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2020-07-07,LP15,Iron,0.005,mg/L,TRUE,0-0.5,Cu/Pb-Sn,0.005
2020-07-07,LP22,Lead,0.0148,mg/L,FALSE,1.0,Pb #1,2e-4
2020-07-07,LP1,Iron,0.005,mg/L,TRUE,0-0.5,NA,0.005
2020-07-07,LP31,Iron,0.005,mg/L,TRUE,2.0-0.75,Pb-Cu,0.005
2020-07-07,LP1A,Lead Dissolved,2e-4,mg/L,TRUE,0-0.5,NA,2e-4
2020-07-07,LP23,Iron,0.005,mg/L,TRUE,1.0,Pb #2,0.005
2020-07-07,LP11,Lead,0.0039,mg/L,FALSE,0-0.5,Pb-Cu,2e-4
2020-07-07,LP15,Lead,3e-4,mg/L,FALSE,0-0.5,Cu/Pb-Sn,2e-4
2020-07-07,LP23,Lead,0.0155,mg/L,FALSE,1.0,Pb #2,2e-4
